3.02,0.00,0.00
2.90,0.09,0.00
2.94,0.19,0.00
2.87,0.27,0.00
2.87,0.36,0.00
2.91,0.46,0.00
2.91,0.55,0.00
2.93,0.65,0.00
2.88,0.74,0.00
2.98,0.86,0.00
2.95,0.96,0.00
2.98,1.07,0.00
2.99,1.18,0.00
3.00,1.30,0.00
3.11,1.46,0.00
3.17,1.61,0.00
3.16,1.74,0.00
3.09,1.83,0.00
3.11,1.97,0.00
3.08,2.09,0.00
3.06,2.22,0.00
3.04,2.36,0.00
3.08,2.55,0.00
3.02,2.66,0.00
3.01,2.83,0.00
3.00,3.00,0.00
2.89,3.08,0.00
2.77,3.14,0.00
2.67,3.23,0.00
2.54,3.28,0.00
2.32,3.20,0.00
2.20,3.23,0.00
2.10,3.31,0.00
2.03,3.44,0.00
1.88,3.42,0.00
1.71,3.35,0.00
1.57,3.34,0.00
1.45,3.35,0.00
1.34,3.39,0.00
1.24,3.44,0.00
1.08,3.33,0.00
0.98,3.39,0.00
0.85,3.31,0.00
0.72,3.23,0.00
0.63,3.31,0.00
0.51,3.20,0.00
0.39,3.12,0.00
0.29,3.10,0.00
0.20,3.15,0.00
0.10,3.22,0.00
-0.00,3.05,0.00
-0.10,3.04,0.00
-0.19,2.96,0.00
-0.28,2.93,0.00
-0.38,2.99,0.00
-0.46,2.90,0.00
-0.55,2.88,0.00
-0.65,2.91,0.00
-0.73,2.86,0.00
-0.82,2.84,0.00
-0.93,2.87,0.00
-1.03,2.85,0.00
-1.09,2.75,0.00
-1.18,2.72,0.00
-1.29,2.75,0.00
-1.37,2.70,0.00
-1.50,2.73,0.00
-1.60,2.70,0.00
-1.65,2.59,0.00
-1.81,2.66,0.00
-1.91,2.63,0.00
-1.95,2.52,0.00
-2.10,2.54,0.00
-2.19,2.48,0.00
-2.27,2.42,0.00
-2.43,2.43,0.00
-2.49,2.34,0.00
-2.44,2.15,0.00
-2.55,2.11,0.00
-2.61,2.02,0.00
-2.66,1.93,0.00
-2.75,1.87,0.00
-2.81,1.78,0.00
-2.85,1.68,0.00
-2.91,1.60,0.00
-2.93,1.49,0.00
-2.87,1.35,0.00
-2.97,1.29,0.00
-2.93,1.16,0.00
-2.97,1.07,0.00
-3.02,0.98,0.00
-3.02,0.88,0.00
-3.10,0.80,0.00
-3.07,0.69,0.00
-3.09,0.59,0.00
-3.05,0.48,0.00
-3.20,0.40,0.00
-3.10,0.29,0.00
-3.14,0.20,0.00
-3.14,0.10,0.00
-3.11,-0.00,0.00
-3.13,-0.10,0.00
-3.23,-0.20,0.00
-3.13,-0.30,0.00
-3.10,-0.39,0.00
-3.13,-0.50,0.00
-3.11,-0.59,0.00
-3.06,-0.68,0.00
-3.11,-0.80,0.00
-3.06,-0.89,0.00
-3.01,-0.98,0.00
-3.10,-1.12,0.00
-2.98,-1.18,0.00
-3.00,-1.30,0.00
-3.02,-1.42,0.00
-2.97,-1.51,0.00
-2.92,-1.61,0.00
-2.83,-1.67,0.00
-2.81,-1.79,0.00
-2.77,-1.88,0.00
-2.64,-1.92,0.00
-2.63,-2.04,0.00
-2.55,-2.11,0.00
-2.46,-2.17,0.00
-2.42,-2.27,0.00
-2.34,-2.34,0.00
-2.25,-2.39,0.00
-2.17,-2.46,0.00
-2.08,-2.51,0.00
-2.02,-2.61,0.00
-1.99,-2.74,0.00
-1.92,-2.82,0.00
-1.76,-2.77,0.00
-1.65,-2.79,0.00
-1.63,-2.96,0.00
-1.47,-2.89,0.00
-1.34,-2.85,0.00
-1.23,-2.85,0.00
-1.16,-2.94,0.00
-1.06,-2.96,0.00
-0.95,-2.92,0.00
-0.89,-3.08,0.00
-0.80,-3.11,0.00
-0.68,-3.05,0.00
-0.59,-3.08,0.00
-0.49,-3.12,0.00
-0.42,-3.30,0.00
-0.31,-3.33,0.00
-0.21,-3.27,0.00
-0.10,-3.29,0.00
0.00,-3.28,0.00
0.10,-3.25,0.00
0.21,-3.29,0.00
0.33,-3.51,0.00
0.43,-3.42,0.00
0.56,-3.51,0.00
0.68,-3.55,0.00
0.79,-3.54,0.00
0.90,-3.50,0.00
1.03,-3.55,0.00
1.18,-3.64,0.00
1.32,-3.68,0.00
1.46,-3.69,0.00
1.61,-3.73,0.00
1.83,-3.88,0.00
1.96,-3.85,0.00
2.14,-3.90,0.00
2.24,-3.79,0.00
2.33,-3.67,0.00
2.41,-3.54,0.00
2.52,-3.46,0.00
2.58,-3.33,0.00
2.65,-3.20,0.00
2.67,-3.03,0.00
2.69,-2.86,0.00
2.75,-2.75,0.00
2.81,-2.64,0.00
2.85,-2.51,0.00
2.87,-2.37,0.00
2.85,-2.21,0.00
2.85,-2.07,0.00
2.86,-1.95,0.00
2.82,-1.79,0.00
2.84,-1.68,0.00
2.82,-1.55,0.00
2.89,-1.47,0.00
2.82,-1.32,0.00
2.84,-1.23,0.00
2.83,-1.12,0.00
2.80,-1.01,0.00
2.79,-0.91,0.00
2.96,-0.86,0.00
2.87,-0.74,0.00
2.82,-0.63,0.00
2.96,-0.56,0.00
2.96,-0.47,0.00
2.86,-0.36,0.00
2.74,-0.26,0.00
2.80,-0.18,0.00
2.77,-0.09,0.00
2.87,0.00,0.10
2.88,0.09,0.10
3.01,0.19,0.10
2.91,0.28,0.10
3.03,0.38,0.10
2.92,0.46,0.10
3.06,0.58,0.10
2.93,0.66,0.10
3.02,0.77,0.10
2.97,0.86,0.10
3.00,0.98,0.10
3.04,1.10,0.10
3.08,1.22,0.10
3.10,1.34,0.10
3.11,1.46,0.10
3.09,1.58,0.10
3.23,1.77,0.10
3.06,1.81,0.10
3.15,2.00,0.10
3.09,2.10,0.10
3.06,2.22,0.10
3.03,2.35,0.10
3.13,2.59,0.10
3.08,2.72,0.10
3.10,2.91,0.10
3.06,3.06,0.10
2.95,3.14,0.10
2.87,3.26,0.10
2.70,3.26,0.10
2.60,3.35,0.10
2.40,3.30,0.10
2.22,3.27,0.10
2.13,3.36,0.10
2.00,3.37,0.10
1.90,3.47,0.10
1.75,3.44,0.10
1.59,3.39,0.10
1.54,3.57,0.10
1.34,3.37,0.10
1.22,3.40,0.10
1.05,3.23,0.10
0.97,3.33,0.10
0.86,3.33,0.10
0.74,3.32,0.10
0.61,3.19,0.10
0.51,3.23,0.10
0.41,3.23,0.10
0.31,3.27,0.10
0.19,3.09,0.10
0.10,3.07,0.10
-0.00,3.24,0.10
-0.10,3.10,0.10
-0.19,3.05,0.10
-0.29,3.03,0.10
-0.39,3.10,0.10
-0.49,3.12,0.10
-0.55,2.87,0.10
-0.62,2.78,0.10
-0.71,2.77,0.10
-0.84,2.88,0.10
-0.92,2.83,0.10
-1.00,2.77,0.10
-1.07,2.70,0.10
-1.19,2.76,0.10
-1.29,2.74,0.10
-1.39,2.73,0.10
-1.50,2.73,0.10
-1.58,2.67,0.10
-1.64,2.58,0.10
-1.71,2.51,0.10
-1.91,2.63,0.10
-1.93,2.49,0.10
-2.03,2.45,0.10
-2.15,2.44,0.10
-2.25,2.40,0.10
-2.46,2.46,0.10
-2.54,2.38,0.10
-2.56,2.26,0.10
-2.55,2.11,0.10
-2.53,1.96,0.10
-2.63,1.91,0.10
-2.65,1.80,0.10
-2.83,1.79,0.10
-2.85,1.69,0.10
-2.82,1.55,0.10
-2.87,1.46,0.10
-2.92,1.37,0.10
-3.06,1.32,0.10
-3.07,1.21,0.10
-3.03,1.09,0.10
-3.17,1.03,0.10
-3.25,0.95,0.10
-3.16,0.81,0.10
-3.14,0.70,0.10
-3.27,0.62,0.10
-3.30,0.52,0.10
-3.21,0.41,0.10
-3.22,0.30,0.10
-3.26,0.21,0.10
-3.25,0.10,0.10
-3.26,-0.00,0.10
-3.24,-0.10,0.10
-3.23,-0.20,0.10
-3.21,-0.30,0.10
-3.22,-0.41,0.10
-3.22,-0.51,0.10
-3.19,-0.61,0.10
-3.18,-0.71,0.10
-3.15,-0.81,0.10
-3.11,-0.90,0.10
-3.09,-1.00,0.10
-3.09,-1.11,0.10
-3.09,-1.22,0.10
-3.01,-1.30,0.10
-2.96,-1.39,0.10
-2.88,-1.47,0.10
-2.86,-1.57,0.10
-2.81,-1.66,0.10
-2.79,-1.77,0.10
-2.74,-1.86,0.10
-2.71,-1.97,0.10
-2.70,-2.09,0.10
-2.68,-2.22,0.10
-2.54,-2.24,0.10
-2.53,-2.38,0.10
-2.40,-2.40,0.10
-2.29,-2.44,0.10
-2.24,-2.54,0.10
-2.18,-2.63,0.10
-2.10,-2.71,0.10
-1.98,-2.73,0.10
-1.98,-2.91,0.10
-1.79,-2.81,0.10
-1.66,-2.80,0.10
-1.59,-2.89,0.10
-1.47,-2.88,0.10
-1.42,-3.01,0.10
-1.26,-2.92,0.10
-1.19,-3.01,0.10
-1.13,-3.13,0.10
-1.00,-3.07,0.10
-0.90,-3.11,0.10
-0.82,-3.21,0.10
-0.70,-3.13,0.10
-0.61,-3.21,0.10
-0.52,-3.30,0.10
-0.43,-3.40,0.10
-0.31,-3.28,0.10
-0.21,-3.35,0.10
-0.11,-3.39,0.10
0.00,-3.42,0.10
0.11,-3.41,0.10
0.21,-3.39,0.10
0.33,-3.51,0.10
0.44,-3.51,0.10
0.57,-3.61,0.10
0.68,-3.55,0.10
0.81,-3.61,0.10
0.91,-3.54,0.10
1.06,-3.64,0.10
1.21,-3.73,0.10
1.35,-3.76,0.10
1.52,-3.84,0.10
1.64,-3.80,0.10
1.85,-3.94,0.10
2.01,-3.95,0.10
2.16,-3.93,0.10
2.35,-3.97,0.10
2.38,-3.75,0.10
2.50,-3.68,0.10
2.54,-3.50,0.10
2.65,-3.42,0.10
2.68,-3.24,0.10
2.65,-3.01,0.10
2.77,-2.95,0.10
2.81,-2.81,0.10
2.86,-2.68,0.10
2.97,-2.62,0.10
2.96,-2.45,0.10
2.93,-2.27,0.10
2.89,-2.10,0.10
3.05,-2.08,0.10
2.87,-1.82,0.10
2.97,-1.76,0.10
2.90,-1.60,0.10
2.99,-1.52,0.10
2.99,-1.41,0.10
2.96,-1.28,0.10
2.89,-1.14,0.10
2.93,-1.06,0.10
2.90,-0.94,0.10
2.98,-0.87,0.10
3.02,-0.78,0.10
2.90,-0.65,0.10
2.81,-0.54,0.10
2.89,-0.46,0.10
2.89,-0.36,0.10
2.97,-0.28,0.10
2.80,-0.18,0.10
2.87,-0.09,0.10
3.00,0.00,0.20
2.96,0.09,0.20
2.85,0.18,0.20
2.82,0.27,0.20
3.06,0.39,0.20
2.88,0.46,0.20
2.96,0.56,0.20
2.97,0.66,0.20
2.99,0.77,0.20
2.96,0.86,0.20
3.06,0.99,0.20
3.03,1.09,0.20
3.13,1.24,0.20
3.18,1.37,0.20
3.09,1.45,0.20
3.17,1.61,0.20
3.13,1.72,0.20
3.08,1.82,0.20
3.11,1.97,0.20
3.07,2.09,0.20
3.10,2.25,0.20
3.09,2.40,0.20
3.08,2.55,0.20
3.11,2.74,0.20
3.08,2.89,0.20
3.06,3.06,0.20
2.93,3.12,0.20
2.83,3.21,0.20
2.66,3.21,0.20
2.56,3.30,0.20
2.38,3.27,0.20
2.24,3.30,0.20
2.05,3.24,0.20
2.02,3.41,0.20
1.90,3.45,0.20
