2.92,0.00,0.00
2.43,0.08,0.00
2.49,0.16,0.00
2.45,0.23,0.00
2.44,0.31,0.00
2.40,0.38,0.00
2.39,0.46,0.00
2.43,0.54,0.00
2.54,0.65,0.00
2.51,0.73,0.00
2.57,0.83,0.00
2.44,0.88,0.00
2.43,0.96,0.00
2.55,1.10,0.00
2.55,1.20,0.00
2.53,1.29,0.00
2.42,1.33,0.00
2.43,1.44,0.00
2.42,1.54,0.00
2.35,1.60,0.00
2.31,1.68,0.00
2.24,1.73,0.00
2.19,1.82,0.00
2.13,1.88,0.00
2.06,1.93,0.00
2.06,2.06,0.00
1.98,2.11,0.00
1.90,2.16,0.00
1.84,2.23,0.00
1.74,2.24,0.00
1.68,2.31,0.00
1.65,2.43,0.00
1.54,2.43,0.00
1.47,2.49,0.00
1.36,2.47,0.00
1.35,2.66,0.00
1.29,2.74,0.00
1.24,2.86,0.00
1.11,2.80,0.00
0.96,2.66,0.00
0.88,2.72,0.00
0.86,2.96,0.00
0.76,2.97,0.00
0.67,2.98,0.00
0.58,3.03,0.00
0.49,3.08,0.00
0.38,2.99,0.00
0.28,2.92,0.00
0.18,2.87,0.00
0.09,2.96,0.00
-0.00,2.87,0.00
-0.10,3.04,0.00
-0.19,3.09,0.00
-0.29,3.04,0.00
-0.39,3.08,0.00
-0.48,3.03,0.00
-0.57,3.01,0.00
-0.68,3.03,0.00
-0.76,2.98,0.00
-0.86,2.95,0.00
-0.96,2.96,0.00
-1.05,2.93,0.00
-1.13,2.87,0.00
-1.21,2.79,0.00
-1.30,2.76,0.00
-1.40,2.75,0.00
-1.49,2.71,0.00
-1.58,2.68,0.00
-1.65,2.61,0.00
-1.71,2.52,0.00
-1.84,2.53,0.00
-1.87,2.41,0.00
-1.96,2.36,0.00
-2.04,2.31,0.00
-2.10,2.24,0.00
-2.19,2.19,0.00
-2.22,2.08,0.00
-2.31,2.04,0.00
-2.38,1.97,0.00
-2.42,1.87,0.00
-2.49,1.81,0.00
-2.54,1.73,0.00
-2.71,1.72,0.00
-2.68,1.58,0.00
-2.68,1.47,0.00
-2.75,1.40,0.00
-2.80,1.32,0.00
-2.80,1.21,0.00
-2.89,1.14,0.00
-2.89,1.04,0.00
-2.96,0.96,0.00
-2.92,0.85,0.00
-2.99,0.77,0.00
-2.99,0.67,0.00
-3.04,0.58,0.00
-3.03,0.48,0.00
-3.04,0.38,0.00
-3.05,0.29,0.00
-3.05,0.19,0.00
-3.10,0.10,0.00
-3.08,-0.00,0.00
-3.07,-0.10,0.00
-3.07,-0.19,0.00
-3.00,-0.28,0.00
-2.95,-0.37,0.00
-2.86,-0.45,0.00
-3.01,-0.57,0.00
-2.97,-0.66,0.00
-2.97,-0.76,0.00
-2.94,-0.85,0.00
-2.80,-0.91,0.00
-2.64,-0.95,0.00
-2.70,-1.07,0.00
-2.51,-1.09,0.00
-2.40,-1.13,0.00
-2.41,-1.23,0.00
-2.46,-1.35,0.00
-2.45,-1.45,0.00
-2.39,-1.52,0.00
-2.39,-1.63,0.00
-2.26,-1.64,0.00
-2.10,-1.63,0.00
-1.99,-1.65,0.00
-1.94,-1.71,0.00
-1.92,-1.81,0.00
-1.83,-1.83,0.00
-1.90,-2.02,0.00
-1.71,-1.94,0.00
-1.66,-2.01,0.00
-1.63,-2.10,0.00
-1.43,-1.97,0.00
-1.35,-1.99,0.00
-1.32,-2.07,0.00
-1.34,-2.26,0.00
-1.24,-2.26,0.00
-1.26,-2.47,0.00
-1.17,-2.49,0.00
-1.14,-2.65,0.00
-1.07,-2.71,0.00
-0.92,-2.54,0.00
-0.85,-2.62,0.00
-0.77,-2.66,0.00
-0.69,-2.68,0.00
-0.57,-2.56,0.00
-0.49,-2.59,0.00
-0.40,-2.54,0.00
-0.35,-2.77,0.00
-0.25,-2.63,0.00
-0.16,-2.53,0.00
-0.08,-2.64,0.00
0.00,-2.48,0.00
0.08,-2.48,0.00
0.16,-2.49,0.00
0.22,-2.38,0.00
0.30,-2.39,0.00
0.38,-2.42,0.00
0.45,-2.35,0.00
0.53,-2.38,0.00
0.61,-2.39,0.00
0.68,-2.36,0.00
